Date,Open,Close,Change,Volume
11/22/1985,123.610001,123.970001,0.002912386,208400000
11/25/1985,123.970001,123.135002,-0.006735492,166860000
11/26/1985,123.135002,123.949997,0.006618711,187260000
11/27/1985,123.949997,125.769997,0.01468334,206600000
11/29/1985,125.769997,126.059998,0.002305804,115180000
12/2/1985,126.059998,125.184998,-0.006941139,171520000
12/3/1985,125.184998,125.230003,0.000359508,169080000
12/4/1985,125.230003,127.940002,0.021640174,234400000
12/5/1985,128.070007,128.460007,0.003045209,283000000
12/6/1985,128.460007,126.955002,-0.011715747,221600000
12/9/1985,126.955002,127.485001,0.0041747,209600000
12/10/1985,127.485001,127.974998,0.003843566,223600000
12/11/1985,127.974998,129.179993,0.009415863,253000000
12/12/1985,129.179993,129.764999,0.004528611,234600000
12/13/1985,129.764999,132.125,0.01818673,263400000
12/16/1985,132.125,132.610001,0.003670774,230600000
12/17/1985,132.544998,131.535004,-0.007620008,242000000
12/18/1985,131.524994,131.139999,-0.002927162,275800000
12/19/1985,131.139999,131.925003,0.005986,229800000
12/20/1985,131.925003,132.259995,0.002539261,231600000
12/23/1985,132.259995,130.725006,-0.011605845,198820000
12/24/1985,130.725006,130.029999,-0.005316557,128560000
12/26/1985,130.029999,130.345001,0.002422533,107800000
12/27/1985,130.345001,131.485001,0.00874602,149820000
12/30/1985,131.485001,131.945007,0.003498544,185640000
12/31/1985,131.945007,132.294998,0.002652552,225400000
1/2/1986,132.294998,131.255005,-0.007861166,151620000
1/3/1986,131.255005,130.550003,-0.005371239,178360000
1/6/1986,130.550003,130.354996,-0.001493734,198480000
1/7/1986,130.354996,132.789993,0.018679737,255000000
1/8/1986,132.789993,131.160004,-0.012274939,280000000
1/9/1986,131.005005,128.800003,-0.016831433,238800000
1/10/1986,128.800003,129.565002,0.005939433,197000000
1/13/1986,129.565002,129.095001,-0.003627531,178980000
1/14/1986,129.095001,129.179993,0.000658368,205800000
1/15/1986,129.179993,131.535004,0.018230462,237400000
1/16/1986,131.535004,133.059998,0.011593826,247800000
1/17/1986,133.059998,132.770004,-0.002179423,225600000
1/20/1986,132.770004,131.604996,-0.008774633,178860000
1/21/1986,131.604996,131.089996,-0.003913225,221400000
1/22/1986,131.089996,129.615005,-0.011251743,215200000
1/23/1986,129.615005,129.270004,-0.002661737,222200000
1/24/1986,129.270004,130.199997,0.00719419,236600000
1/27/1986,130.205002,130.794998,0.004531285,221000000
1/28/1986,130.794998,131.990005,0.009136489,230800000
1/29/1986,131.990005,133.059998,0.008106621,264200000
1/30/1986,133.059998,132.190002,-0.006538374,218000000
1/31/1986,132.190002,132.925003,0.005560186,218600000
2/3/1986,132.925003,134.240005,0.009892812,215200000
2/4/1986,134.240005,134.600006,0.002681771,250600000
2/5/1986,134.600006,135.714996,0.008283729,210600000
2/6/1986,135.714996,136.639999,0.006815776,239400000
2/7/1986,136.470001,137.419998,0.006961215,222200000
2/10/1986,137.399994,138.125,0.005276609,214800000
2/11/1986,138.125,138.259995,0.000977339,226600000
2/12/1986,138.259995,138.664993,0.002929249,244400000
2/13/1986,138.664993,139.164993,0.003605813,257200000
2/14/1986,139.164993,140.160004,0.007149866,244800000
2/18/1986,140.160004,140.735001,0.004102433,252000000
2/19/1986,140.735001,139.639999,-0.007780595,273800000
2/20/1986,139.639999,139.945007,0.002184245,249800000
2/21/1986,139.945007,141.145004,0.008574775,293400000
2/24/1986,141.164993,140.199997,-0.006835944,255800000
2/25/1986,140.199997,139.399994,-0.005706156,237800000
2/26/1986,139.399994,138.875,-0.003766098,248400000
2/27/1986,138.875,140.524994,0.011881145,249400000
2/28/1986,140.899994,140.425003,-0.003371122,261200000
3/3/1986,140.425003,139.740005,-0.004878034,239200000
3/4/1986,139.740005,140.544998,0.005760648,270000000
3/5/1986,140.544998,140.244995,-0.002134569,234800000
3/6/1986,140.244995,140.800003,0.003957418,240600000
3/7/1986,140.800003,140.710007,-0.000639176,251200000
3/10/1986,140.710007,142.434998,0.012259192,225800000
3/11/1986,142.434998,145.345001,0.020430393,269600000
3/12/1986,145.345001,146.619995,0.00877219,309800000
3/13/1986,146.619995,147.009995,0.002659937,280200000
3/14/1986,147.009995,147,-6.79886E-05,304400000
3/17/1986,147,146.365005,-0.004319694,259000000
3/18/1986,146.365005,147.625,0.008608581,279000000
3/19/1986,147.625,147.475006,-0.001016047,273800000
3/20/1986,147.475006,147.800003,0.002203743,302800000
3/21/1986,147.800003,148.005005,0.001387023,265800000
3/24/1986,148.005005,147.089996,-0.006182284,219200000
3/25/1986,147.089996,147.485001,0.002685465,220000000
3/26/1986,147.485001,147.255005,-0.001559453,254200000
3/27/1986,147.25,148.375,0.007640068,272800000
3/31/1986,148.375,148.860001,0.003268751,219600000
4/1/1986,148.860001,148.449997,-0.002754293,250600000
4/2/1986,148.449997,148.919998,0.003166056,239800000
4/3/1986,148.919998,148.710007,-0.001410093,238000000
4/4/1986,148.710007,147.035004,-0.011263553,223400000
4/7/1986,147.035004,146.054993,-0.006665154,214800000
4/8/1986,146.054993,148.929993,0.019684366,235800000
4/9/1986,148.929993,149.054993,0.000839321,262000000
4/10/1986,149.054993,151.764999,0.018181249,257000000
4/11/1986,151.764999,152.664993,0.005930182,259400000
4/14/1986,152.664993,153.925003,0.008253431,236200000
4/15/1986,153.925003,154.919998,0.006464154,250200000
4/16/1986,154.919998,158.895004,0.025658443,297800000
4/17/1986,158.895004,159.054993,0.001006885,312000000
4/18/1986,157.375,157.660004,0.001810986,289400000
4/21/1986,157.660004,158.524994,0.005486426,258200000
4/22/1986,157.350006,157.860001,0.00324115,290800000
4/23/1986,156.649994,157.460007,0.005170846,250000000
4/24/1986,157.460007,159.854996,0.015210142,286200000
4/25/1986,159.854996,160.460007,0.003784749,266600000
4/28/1986,160.460007,159.899994,-0.003490047,220400000
4/29/1986,159.899994,158.25,-0.010318912,248600000
4/30/1986,158.25,154.910004,-0.02110582,242000000
5/1/1986,154.910004,154.205002,-0.004551042,228600000
5/2/1986,154.205002,155.009995,0.005220278,205200000
5/5/1986,155.009995,157.139999,0.013741075,198380000
5/6/1986,157.139999,157.125,-9.54499E-05,217000000
5/7/1986,157.125,156.255005,-0.005536961,232000000
5/8/1986,156.255005,157.160004,0.005791808,221000000
5/9/1986,157.160004,157.914993,0.004803951,231800000
5/12/1986,157.914993,157.75,-0.001044822,203000000
5/13/1986,157.75,157.050003,-0.004437382,215200000
5/14/1986,157.050003,157.005005,-0.00028652,223800000
5/15/1986,157.005005,155.764999,-0.007897876,216000000
5/16/1986,155.764999,154.994995,-0.00494337,207600000
5/19/1986,154.994995,155.309998,0.002032343,185460000
5/20/1986,155.309998,157.009995,0.010945831,233200000
5/21/1986,157.009995,157.440002,0.002738724,275000000
5/22/1986,157.440002,159.630005,0.01391008,287800000
5/23/1986,159.630005,160.164993,0.003351425,230200000
5/27/1986,160.164993,161.175003,0.00630606,223600000
5/28/1986,161.175003,161.304993,0.000806515,263000000
5/29/1986,161.304993,161.619995,0.001952835,260800000
5/30/1986,161.619995,163.160004,0.00952858,266000000
6/2/1986,163.160004,162.029999,-0.006925748,221200000
6/3/1986,162.029999,162.110001,0.000493748,240600000
6/4/1986,162.110001,161.824997,-0.00175809,245400000
6/5/1986,161.824997,162.360001,0.003306065,251200000
6/6/1986,162.360001,161.884995,-0.002925634,241200000
6/9/1986,161.884995,158.610001,-0.020230374,230000000
6/10/1986,158.604996,158.104996,-0.003152486,239600000
6/11/1986,158.104996,160.035004,0.012207128,249800000
6/12/1986,160.035004,160.365005,0.002062055,260200000
6/13/1986,160.365005,162.354996,0.012409135,278600000
6/16/1986,162.354996,160.800003,-0.009577734,236800000
6/17/1986,160.800003,158.574997,-0.013837102,238200000
6/18/1986,158.574997,158.479996,-0.000599092,250800000
6/19/1986,158.479996,159.279999,0.005047975,222600000
6/20/1986,159.279999,159.585007,0.001914917,255200000
6/23/1986,159.585007,159.554993,-0.000188075,227000000
6/24/1986,159.554993,160.800003,0.007803015,225800000
6/25/1986,160.800003,162,0.007462668,248400000
6/26/1986,162,161.720001,-0.001728389,276600000
6/27/1986,161.720001,161.615005,-0.000649246,257000000
6/30/1986,161.615005,162.615005,0.006187544,242600000
7/1/1986,162.615005,163.324997,0.004366092,265600000
7/2/1986,163.324997,163.960007,0.003888015,272600000
7/3/1986,163.960007,164.514999,0.003384923,208000000
7/7/1986,164.514999,157.625,-0.041880674,224200000
7/8/1986,157.625,153.259995,-0.027692339,274400000
7/9/1986,153.259995,155.410004,0.014028508,240400000
7/10/1986,155.410004,154.289993,-0.007206814,214600000
7/11/1986,154.289993,152.854996,-0.009300649,209200000
7/14/1986,152.854996,149.285004,-0.023355416,217200000
7/15/1986,149.285004,146.255005,-0.020296741,265400000
7/16/1986,146.255005,147.395004,0.007794598,231600000
7/17/1986,147.395004,148.464996,0.007259351,224400000
7/18/1986,148.464996,147.759995,-0.004748601,221800000
7/21/1986,147.759995,147.074997,-0.004635883,163520000
7/22/1986,147.074997,147.404999,0.002243767,191700000
7/23/1986,147.404999,147.175003,-0.0015603,203200000
7/24/1986,147.175003,147.279999,0.000713409,227000000
7/25/1986,147.279999,148.259995,0.006653965,190080000
7/28/1986,148.259995,145.505005,-0.018582154,178260000
7/29/1986,145.505005,144.205002,-0.008934421,195440000
7/30/1986,144.205002,144.520004,0.002184404,206200000
7/31/1986,144.585007,144.705002,0.000829927,197280000
8/1/1986,144.705002,144.190002,-0.003558965,198740000
8/4/1986,144.190002,142.524994,-0.011547319,162840000
8/5/1986,142.524994,141.860001,-0.004665799,203800000
8/6/1986,141.860001,140.544998,-0.009269724,187480000
8/7/1986,140.544998,140.695007,0.001067338,203200000
8/8/1986,140.695007,142.294998,0.011372052,200200000
8/11/1986,142.294998,145.440002,0.022102,188300000
8/12/1986,145.440002,147.059998,0.011138586,221200000
8/13/1986,147.059998,148.835007,0.012069965,242600000
8/14/1986,148.835007,149.994995,0.007793785,221600000
8/15/1986,150.005005,149.574997,-0.002866624,197540000
8/18/1986,149.574997,149.070007,-0.003376166,170800000
8/19/1986,149.070007,148.595001,-0.003186463,222800000
8/20/1986,148.595001,149.755005,0.007806481,227800000
8/21/1986,149.755005,150.009995,0.001702714,223800000
8/22/1986,150.009995,150.945007,0.006232998,202600000
8/25/1986,150.945007,149.910004,-0.006856822,149600000
8/26/1986,149.910004,151.154999,0.008304949,197680000
8/27/1986,151.154999,152.020004,0.005722636,206000000
8/28/1986,152.020004,152.044998,0.000164413,210000000
8/29/1986,152.044998,151.699997,-0.002269072,164500000
9/2/1986,151.699997,149.339996,-0.015557027,195160000
9/3/1986,149.339996,149.820007,0.003214216,194000000
9/4/1986,149.820007,151.395004,0.010512595,205000000
9/5/1986,151.395004,149.669998,-0.011394075,222800000
9/8/1986,149.669998,146.550003,-0.020845828,194480000
9/9/1986,146.550003,145.759995,-0.005390706,240200000
9/10/1986,145.759995,144.740005,-0.006997736,231200000
9/11/1986,144.740005,138.460007,-0.043388129,276200000
9/12/1986,138.460007,135.035004,-0.024736406,279600000
9/15/1986,135.035004,134.940002,-0.000703536,205800000
9/16/1986,134.940002,135.210007,0.002000926,209800000
9/17/1986,135.210007,136.389999,0.008727106,210400000
9/18/1986,136.389999,138.134995,0.012794164,199920000
9/19/1986,138.134995,138.455002,0.002316625,208000000
9/22/1986,138.520004,140.119995,0.011550613,178060000
9/23/1986,140.119995,139.565002,-0.003960841,219000000
9/24/1986,139.565002,139.235001,-0.002364497,196220000
9/25/1986,137.615005,137.615005,0,205000000
9/26/1986,137.615005,137.585007,-0.000217985,169180000
9/29/1986,137.585007,135.535004,-0.014899901,164740000
9/30/1986,135.535004,137.494995,0.014461142,201600000
10/1/1986,137.520004,138.264999,0.005417357,204000000
10/2/1986,138.264999,138.220001,-0.000325448,183180000
10/3/1986,138.220001,138.554993,0.002423615,196500000
10/6/1986,138.654999,139.115005,0.00331763,150900000
10/7/1986,139.115005,138.255005,-0.006181936,172160000
10/8/1986,138.255005,139.264999,0.007305298,180080000
10/9/1986,139.244995,139.164993,-0.000574541,187760000
10/10/1986,139.164993,139.869995,0.005065944,167180000
10/13/1986,139.869995,140.675003,0.005755402,91060000
10/14/1986,140.675003,140.964996,0.002061439,184480000
10/15/1986,140.964996,142.100006,0.008051715,206000000
10/16/1986,142.100006,141.899994,-0.001407544,127660000
10/17/1986,141.884995,141.195007,-0.004863009,183960000
10/20/1986,141.195007,140.100006,-0.007755239,156920000
10/21/1986,140.100006,139.925003,-0.001249129,177100000
10/22/1986,139.925003,140.300003,0.002680007,196220000
10/23/1986,140.300003,142.149994,0.013185966,246400000
10/24/1986,142.149994,141.964996,-0.001301428,229000000
10/27/1986,141.964996,141.759995,-0.001444025,187820000
10/28/1986,141.759995,142.494995,0.00518482,204800000
10/29/1986,142.494995,143.130005,0.004456367,212200000
10/30/1986,143.130005,144.779999,0.011527939,247000000
10/31/1986,144.779999,144.479996,-0.00207213,213400000
11/3/1986,144.479996,144.809998,0.002284067,222400000
11/4/1986,144.809998,145.964996,0.007975955,280600000
11/5/1986,145.964996,146.179993,0.001472935,334400000
11/6/1986,146.184998,145.410004,-0.005301461,224600000
11/7/1986,145.410004,144.910004,-0.003438553,198640000
11/10/1986,144.910004,144.294998,-0.004244055,201600000
11/11/1986,144.294998,145.350006,0.007311466,194660000
11/12/1986,145.350006,145.580002,0.00158236,216000000
11/13/1986,145.580002,143.414993,-0.01487161,230600000
11/14/1986,143.414993,143.505005,0.000627633,204400000
11/17/1986,143.505005,143.195007,-0.002160189,182620000
11/18/1986,143.195007,140.660004,-0.017703152,236800000
11/19/1986,140.660004,139.544998,-0.007926958,222400000
11/20/1986,139.544998,141.309998,0.01264825,229000000
11/21/1986,141.309998,142.899994,0.011251829,213600000
11/24/1986,142.899994,144.494995,0.011161659,193720000
11/25/1986,144.494995,145.770004,0.008823897,227600000
11/26/1986,145.770004,146.869995,0.007546072,212000000
11/28/1986,146.869995,147.940002,0.007285402,123900000
12/1/1986,147.940002,146.854996,-0.007334095,195660000
12/2/1986,146.854996,148.865005,0.013687032,261800000
12/3/1986,148.865005,150.080002,0.008161737,268800000
12/4/1986,150.085007,149.979996,-0.000699677,256000000
12/5/1986,149.979996,149.044998,-0.006234151,266600000
12/8/1986,149.044998,147.845001,-0.00805124,221200000
12/9/1986,147.845001,146.865005,-0.006628537,232600000
12/10/1986,146.865005,146.955002,0.000612787,230400000
12/11/1986,146.955002,146.080002,-0.005954204,247600000
12/12/1986,146.074997,144.979996,-0.007496156,216800000
12/15/1986,144.979996,144.074997,-0.006242234,230600000
12/16/1986,144.074997,144.490005,0.0028805,284600000
12/17/1986,144.490005,143.044998,-0.01000074,254800000
12/18/1986,143.044998,142.854996,-0.001328267,266000000
12/19/1986,142.854996,143.770004,0.006405152,258000000
12/22/1986,143.770004,144.085007,0.00219102,239600000
12/23/1986,144.085007,142.804993,-0.008883742,296200000
12/24/1986,142.804993,142.794998,-6.99905E-05,164240000
12/26/1986,142.794998,142.934998,0.000980426,88080000
12/29/1986,142.934998,141.514999,-0.009934579,204000000
12/30/1986,141.514999,141.524994,7.06286E-05,252800000
12/31/1986,141.524994,141.404999,-0.000847871,281400000
1/2/1987,141.404999,142.860001,0.010289608,126440000
1/5/1987,142.860001,147.404999,0.031814349,221200000
1/6/1987,147.404999,149.059998,0.011227564,275800000
1/7/1987,149.059998,152.975006,0.026264645,309000000
1/8/1987,152.975006,155.690002,0.017747971,315800000
1/9/1987,155.690002,156.990005,0.008349945,287600000
1/12/1987,156.990005,159.304993,0.014746085,305800000
1/13/1987,159.304993,159.619995,0.001977352,286800000
1/14/1987,159.619995,162.660004,0.019045289,344800000
1/15/1987,162.660004,164.145004,0.009129472,379000000
1/16/1987,164.145004,162.514999,-0.009930275,312400000
1/19/1987,162.514999,166.455002,0.024243935,268000000
1/20/1987,166.455002,166.520004,0.000390508,365600000
1/21/1987,166.520004,164.259995,-0.013571997,313000000
1/22/1987,164.259995,167.945007,0.02243402,325200000
1/23/1987,167.945007,166.764999,-0.007026157,523800000
1/26/1987,166.764999,164.139999,-0.015740713,231400000
1/27/1987,164.139999,166.654999,0.015322286,261800000
1/28/1987,166.654999,167.625,0.005820413,305800000
1/29/1987,167.625,165.740005,-0.011245309,301400000
1/30/1987,165.710007,166.675003,0.005823402,308600000
2/2/1987,166.705002,170.304993,0.021594979,298200000
2/3/1987,170.304993,171.554993,0.007339773,344200000
2/4/1987,171.554993,173.5,0.011337513,356200000
2/5/1987,173.5,174.634995,0.006541758,372800000
2/6/1987,174.335007,174.630005,0.001692133,334600000
2/9/1987,173.225006,173.625,0.002309101,278200000
2/10/1987,173.625,172.324997,-0.007487418,286400000
2/11/1987,172.324997,175.979996,0.021209918,299000000
2/12/1987,175.985001,176.264999,0.001591033,336000000
2/13/1987,176.264999,179.065002,0.01588519,309000000
2/17/1987,179.065002,183.649994,0.025605182,344000000
2/18/1987,183.649994,181.210007,-0.013286072,390800000
2/19/1987,181.210007,179.869995,-0.007394801,326400000
2/20/1987,179.869995,178.684998,-0.006588075,311400000
2/23/1987,178.684998,177.705002,-0.00548449,280200000
2/24/1987,177.705002,178.940002,0.00694972,266400000
2/25/1987,178.940002,180.970001,0.011344579,316000000
2/26/1987,180.970001,182.184998,0.006713803,310800000
2/27/1987,182.184998,182.75,0.003101254,298800000
3/2/1987,182.75,181.065002,-0.009220235,269200000
3/3/1987,181.065002,180.565002,-0.002761439,279800000
3/4/1987,180.565002,183.274994,0.015008401,311400000
3/5/1987,183.274994,184.669998,0.007611535,340800000
3/6/1987,184.669998,184.285004,-0.002084767,297200000
3/9/1987,184.285004,182.475006,-0.009821732,237800000
3/10/1987,182.475006,184.464996,0.010905548,282600000
3/11/1987,184.464996,185.309998,0.004580826,311600000
3/12/1987,185.309998,184.770004,-0.002914004,312800000
3/13/1987,184.770004,183.164993,-0.008686534,316600000
3/16/1987,183.164993,182.729996,-0.002374892,262600000
3/17/1987,182.729996,185.899994,0.017347989,307800000
3/18/1987,185.899994,186.044998,0.000780011,321800000
3/19/1987,186.044998,187.960007,0.010293257,302000000
3/20/1987,187.960007,189.824997,0.00992227,345800000
3/23/1987,189.824997,189.399994,-0.00223892,292600000
3/24/1987,189.399994,190.179993,0.004118263,330200000
3/25/1987,190.179993,190.195007,7.89463E-05,306000000
3/26/1987,190.195007,190.705002,0.002681432,312200000
3/27/1987,190.705002,189.050003,-0.00867832,304800000
3/30/1987,189.050003,183.835007,-0.027585273,283400000
3/31/1987,183.835007,186.039993,0.011994375,281000000
4/1/1987,186.039993,186.074997,0.000188153,286600000
4/2/1987,186.074997,187.660004,0.008518108,300400000
4/3/1987,179.815002,191.360001,0.064204871,341000000
4/6/1987,191.360001,190.914993,-0.002325502,301400000
4/7/1987,190.914993,187.434998,-0.018227982,338200000
4/8/1987,187.434998,189.279999,0.009843418,307400000
4/9/1987,189.279999,188.729996,-0.002905764,317600000
4/10/1987,188.729996,188.285004,-0.002357823,296600000
4/13/1987,188.285004,183.945007,-0.023050147,269800000
4/14/1987,183.945007,179.725006,-0.022941645,330800000
4/15/1987,179.725006,182.460007,0.015217699,291800000
4/16/1987,182.460007,183.744995,0.007042573,278000000
4/20/1987,183.744995,182.125,-0.008816539,220600000
4/21/1987,182.125,184.634995,0.013781716,261800000
4/22/1987,184.634995,183.955002,-0.003682904,266600000
4/23/1987,183.955002,183.770004,-0.00100567,276200000
4/24/1987,183.770004,180.375,-0.018474201,261400000
4/27/1987,180.375,179.550003,-0.004573788,275400000
4/28/1987,179.550003,181.264999,0.009551634,260400000
4/29/1987,181.264999,182.220001,0.005268541,282000000
4/30/1987,182.220001,184.830002,0.014323351,290000000
5/1/1987,184.830002,185.830002,0.005410377,368600000
5/4/1987,185.830002,186.449997,0.003336356,244400000
5/5/1987,186.449997,189.735001,0.017618686,290600000
5/6/1987,189.735001,189.294998,-0.00231904,348000000
5/7/1987,189.294998,190.014999,0.003803592,303600000
5/8/1987,190.014999,190.360001,0.001815657,273800000
5/11/1987,190.360001,189.240005,-0.005883568,273400000
5/12/1987,189.240005,188.975006,-0.001400333,282600000
5/13/1987,188.975006,190.294998,0.006985008,272200000
5/14/1987,190.294998,190.740005,0.002338511,277000000
5/15/1987,190.740005,187.910004,-0.014836956,291400000
5/18/1987,187.910004,185.455002,-0.013064775,258800000
5/19/1987,185.455002,181.464996,-0.021514685,294200000
5/20/1987,181.464996,181.699997,0.001295021,291200000
5/21/1987,181.699997,182.660004,0.005283473,274200000
5/22/1987,182.660004,181.639999,-0.005584173,225400000
5/26/1987,181.639999,185.169998,0.01943404,225600000
5/27/1987,185.169998,185.955002,0.004239369,243000000
5/28/1987,185.955002,188.110001,0.01158882,261800000
5/29/1987,188.110001,188.770004,0.003508601,267600000
6/1/1987,188.770004,185.860001,-0.015415601,266200000
6/2/1987,185.860001,184.5,-0.007317341,260400000
6/3/1987,184.5,185.759995,0.006829241,282000000
6/4/1987,185.759995,186.255005,0.002664783,304000000
6/5/1987,186.255005,185.684998,-0.003060358,352400000
6/8/1987,185.684998,187.535004,0.009963142,234000000
6/9/1987,187.535004,189.475006,0.010344746,278600000
6/10/1987,189.475006,190.020004,0.002876358,345400000
6/11/1987,190.020004,189.664993,-0.001868282,305200000
6/12/1987,189.664993,190.360001,0.003664398,322400000
6/15/1987,190.360001,189.600006,-0.003992409,311000000
6/16/1987,189.600006,191.139999,0.008122326,341200000
6/17/1987,191.139999,191.320007,0.00094176,342000000
6/18/1987,191.320007,192.369995,0.005488124,317000000
6/19/1987,192.369995,192.050003,-0.001663419,307200000
6/22/1987,192.050003,192.899994,0.004425884,265400000
6/23/1987,192.899994,191.839996,-0.005495065,308600000
6/24/1987,191.839996,191.904999,0.00033884,280600000
6/25/1987,191.904999,191.345001,-0.0029181,299600000
6/26/1987,191.345001,191.059998,-0.001489472,291400000
6/29/1987,191.059998,190.699997,-0.00188423,246400000
6/30/1987,190.699997,189.240005,-0.007655962,288800000
7/1/1987,189.240005,189.475006,0.001241815,427600000
7/2/1987,189.535004,190.384995,0.004484612,372000000
7/6/1987,190.384995,189.024994,-0.007143425,278800000
7/7/1987,189.024994,187.755005,-0.00671863,391000000
7/8/1987,187.755005,187.384995,-0.001970706,389800000
7/9/1987,187.384995,187.975006,0.003148657,306200000
7/10/1987,187.975006,188.735001,0.004043064,263800000
7/13/1987,188.735001,190.419998,0.008927846,254600000
7/14/1987,190.419998,194.985001,0.023973338,320400000
7/15/1987,194.985001,194.869995,-0.00058982,307800000
7/16/1987,194.869995,196.039993,0.006003993,317200000
7/17/1987,196.039993,195.865005,-0.000892614,305800000
7/20/1987,195.865005,193.860001,-0.010236663,260600000
7/21/1987,193.860001,193.195007,-0.00343028,312400000
7/22/1987,193.195007,193.634995,0.002277429,308200000
7/23/1987,193.634995,191.505005,-0.011000026,306800000
7/24/1987,191.505005,193.024994,0.007937072,294600000
7/27/1987,193.024994,193.195007,0.000880782,224000000
7/28/1987,193.195007,193.755005,0.002898615,251800000
7/29/1987,193.755005,194.725006,0.005006327,272000000
7/30/1987,194.725006,196.565002,0.009449202,308400000
7/31/1987,196.565002,196.350006,-0.001093765,285200000
8/3/1987,196.350006,195.240005,-0.005653175,267000000
8/4/1987,195.240005,195.880005,0.003278017,280800000
8/5/1987,195.880005,198.244995,0.012073667,303600000
8/6/1987,198.244995,201.865005,0.018260284,299400000
8/7/1987,201.865005,203.729996,0.009238803,330600000
8/10/1987,203.729996,206.029999,0.011289467,261600000
8/11/1987,206.029999,208.389999,0.011454643,370800000
8/12/1987,208.389999,207.059998,-0.006382269,344200000
8/13/1987,207.059998,206.470001,-0.002849401,320400000
8/14/1987,206.470001,206.464996,-2.42408E-05,295400000
8/17/1987,206.464996,206.830002,0.001767883,252600000
8/18/1987,206.830002,203.899994,-0.014166262,295000000
8/19/1987,203.899994,205.389999,0.007307528,268200000
8/20/1987,205.389999,208.929993,0.017235474,316400000
8/21/1987,208.929993,210.574997,0.00787347,332400000
8/24/1987,210.574997,209.479996,-0.005200052,288800000
8/25/1987,209.479996,210.714996,0.005895551,289200000
8/26/1987,210.714996,211.160004,0.002111895,302600000
8/27/1987,211.160004,210.634995,-0.002486309,279400000
8/28/1987,210.634995,208.845001,-0.008498085,307800000
8/31/1987,208.845001,209.574997,0.003495396,265800000
9/1/1987,209.574997,206.889999,-0.012811633,347600000
9/2/1987,206.889999,205.729996,-0.005606859,291000000
9/3/1987,205.729996,205.014999,-0.003475414,294200000
9/4/1987,205.014999,204.059998,-0.004658201,263200000
9/8/1987,204.059998,199.899994,-0.020386181,291000000
9/9/1987,199.899994,201.600006,0.008504312,268600000
9/10/1987,201.600006,205.164993,0.017683467,316600000
9/11/1987,205.164993,206.365005,0.00584901,316400000
9/14/1987,206.365005,205.160004,-0.005839173,260600000
9/15/1987,205.160004,202.255005,-0.014159675,271000000
9/16/1987,202.255005,201.300003,-0.004721772,283600000
9/17/1987,201.300003,202.054993,0.003750571,309200000
9/18/1987,202.054993,201.675003,-0.001880627,302800000
9/21/1987,201.675003,197.259995,-0.021891697,307800000
9/22/1987,197.259995,201.429993,0.021139603,314400000
9/23/1987,201.429993,204.074997,0.013131133,336600000
9/24/1987,204.074997,204.639999,0.0027686,242400000
9/25/1987,204.639999,205.115005,0.002321179,259600000
9/28/1987,205.115005,204.625,-0.002388928,274000000
9/29/1987,204.625,204.149994,-0.002321349,310200000
9/30/1987,204.149994,205.505005,0.006637331,325000000
10/1/1987,205.505005,209.705002,0.020437444,329600000
10/2/1987,209.705002,212.145004,0.011635402,326600000
10/5/1987,212.145004,213.809998,0.007848377,291400000
10/6/1987,213.809998,208.070007,-0.026846224,317000000
10/7/1987,208.070007,206.889999,-0.005671207,304000000
